ID,Mission,Type,Subtype,Weight (g),Pristine (%)
77516,Apollo17,Basalt,Ilmenite,103.7,88.85
77517,Apollo17,Breccia,Fragmental,45.6,94.91
77518,Apollo17,Breccia,ImpactMelt,42.5,98.54
77519,Apollo17,Breccia,ImpactMelt,27.4,100
77525,Apollo17,Breccia,ImpactMelt,1.19,100
77526,Apollo17,Breccia,ImpactMelt,1.07,100
77530,Apollo17,Soil,Unsieved,82.76,89.29
77531,Apollo17,Soil,<1mm,126.6,97.72
77532,Apollo17,Soil,1-2mm,3.13,100
77533,Apollo17,Soil,2-4mm,2.51,100
77534,Apollo17,Soil,4-10mm,4.46,97.31
77535,Apollo17,Basalt,Ilmenite,577.8,99.2
77536,Apollo17,Basalt,Ilmenite,355.3,99.43
77537,Apollo17,Breccia,ImpactMelt,71.7,100
77538,Apollo17,Breccia,Fragmental,0,89.85
77539,Apollo17,Breccia,ImpactMelt,0,87.35
77545,Apollo17,Breccia,ImpactMelt,0,97.32
78120,Apollo17,Soil,Unsieved,75.78,98.89
78121,Apollo17,Soil,<1mm,121.6,94.95
78122,Apollo17,Soil,1-2mm,4.43,88.71
78123,Apollo17,Soil,2-4mm,2.49,100
78124,Apollo17,Soil,4-10mm,5.64,69.34
78130,Apollo17,Soil,Unsieved,3.62,51.1
78135,Apollo17,Basalt,Ilmenite,133.9,95.84
78150,Apollo17,Soil,Unsieved,0.65,0
78155,Apollo17,Crustal,Cataclasite,0,87.66
78220,Apollo17,Soil,Unsieved,108.3,99.54
78221,Apollo17,Soil,<1mm,227.1,92.67
78222,Apollo17,Soil,1-2mm,5.21,82.34
78223,Apollo17,Soil,2-4mm,2.69,81.45
78224,Apollo17,Soil,4-10mm,1.48,89.19
78230,Apollo17,Soil,Unsieved,82.98,84.25
78231,Apollo17,Soil,<1mm,122.7,99.5
78232,Apollo17,Soil,1-2mm,2.68,100
78233,Apollo17,Soil,2-4mm,1.42,90.92
78234,Apollo17,Soil,4-10mm,0.72,75.14
78235,Apollo17,Crustal,Norite,199,69.76
78236,Apollo17,Crustal,Norite,0,87.73
78237,Apollo17,Crustal,Norite,0,0
78238,Apollo17,Crustal,Norite,0,86.03
78250,Apollo17,Soil,Unsieved,50.57,97.1
78255,Apollo17,Breccia,ImpactMelt,0,97.81
78256,Apollo17,Crustal,Pristine,0,0
78420,Apollo17,Soil,Unsieved,97.94,96.49
78421,Apollo17,Soil,<1mm,186.2,57.35
78422,Apollo17,Soil,1-2mm,4.16,87.98
78423,Apollo17,Soil,2-4mm,2.41,80.75
78424,Apollo17,Soil,4-10mm,1.91,89.01
78440,Apollo17,Soil,Unsieved,81.38,99.78
78441,Apollo17,Soil,<1mm,162.8,90.34
78442,Apollo17,Soil,1-2mm,3.78,85.19
78443,Apollo17,Soil,2-4mm,2.44,76.93
78444,Apollo17,Soil,4-10mm,1.19,87.39
78460,Apollo17,Soil,Unsieved,138.1,99.93
78461,Apollo17,Soil,<1mm,264.5,91.7
78462,Apollo17,Soil,1-2mm,5.33,90.43
78463,Apollo17,Soil,2-4mm,2.79,75.96
78464,Apollo17,Soil,4-10mm,1.3,99
78465,Apollo17,Breccia,Regolith,0,100
78480,Apollo17,Soil,Unsieved,89.33,96.16
78481,Apollo17,Soil,<1mm,173.9,62.84
78482,Apollo17,Soil,1-2mm,2.69,90.71
78483,Apollo17,Soil,2-4mm,1.21,83.06
78484,Apollo17,Soil,4-10mm,0.32,100
78500,Apollo17,Soil,Unsieved,391.1,93.12
78501,Apollo17,Soil,<1mm,718.7,85.8
78502,Apollo17,Soil,1-2mm,21.38,81.72
78503,Apollo17,Soil,2-4mm,16.41,57.28
78504,Apollo17,Soil,4-10mm,19.16,87.62
78505,Apollo17,Basalt,Ilmenite,506.3,93.25
78506,Apollo17,Basalt,Ilmenite,0,97.76
78507,Apollo17,Basalt,Ilmenite,0,97.3
78508,Apollo17,Breccia,Regolith,10.67,100
78509,Apollo17,Basalt,Ilmenite,8.68,93.09
78515,Apollo17,Breccia,Regolith,4.76,92.23
78516,Apollo17,Breccia,Regolith,3.18,89.4
78517,Apollo17,Crustal,Cataclasite,1.82,82.97
78518,Apollo17,Breccia,Regolith,0.88,100
78525,Apollo17,Breccia,ImpactMelt,5.11,100
78526,Apollo17,Breccia,ImpactMelt,8.77,63.66
78527,Apollo17,Crustal,Cataclasite,5.16,82.05
78528,Apollo17,Basalt,Ilmenite,7,95.86
78530,Apollo17,Soil,Unsieved,88.92,70.18
78535,Apollo17,Breccia,Regolith,0,98.2
78536,Apollo17,Breccia,Regolith,8.67,100
78537,Apollo17,Breccia,Regolith,11.76,94.9
78538,Apollo17,Breccia,Regolith,5.82,100
78539,Apollo17,Breccia,Regolith,3.73,100
78545,Apollo17,Breccia,Regolith,8.6,100
78546,Apollo17,Breccia,Regolith,0,78.73
78547,Apollo17,Breccia,Regolith,0,96.22
78548,Apollo17,Breccia,Regolith,15.95,91.29
78549,Apollo17,Breccia,Regolith,16.09,95.34
78555,Apollo17,Breccia,Regolith,6.64,86.66
78556,Apollo17,Breccia,Regolith,9.5,100
78557,Apollo17,Breccia,Regolith,7.19,100
78558,Apollo17,Breccia,Regolith,3.78,100
78559,Apollo17,Breccia,Regolith,3.05,100
78565,Apollo17,Breccia,Regolith,3.5,100
78566,Apollo17,Breccia,Regolith,0.77,100
78567,Apollo17,Breccia,Regolith,18.88,95.07
78568,Apollo17,Breccia,Regolith,3.57,92.44
78569,Apollo17,Basalt,Ilmenite,14.53,95.73
78575,Apollo17,Basalt,Ilmenite,140,95.94
78576,Apollo17,Basalt,Ilmenite,11.64,94.33
78577,Apollo17,Basalt,Ilmenite,8.84,93.55
78578,Apollo17,Basalt,Ilmenite,17.13,95.62
78579,Apollo17,Basalt,Ilmenite,6.07,93.08
78585,Apollo17,Basalt,Ilmenite,0,91.89
78586,Apollo17,Basalt,Ilmenite,10.73,82.24
78587,Apollo17,Basalt,Ilmenite,11.48,95.82
78588,Apollo17,Basalt,Ilmenite,3.77,93.37
78589,Apollo17,Basalt,Ilmenite,4.1,94.63
78595,Apollo17,Basalt,Ilmenite,4.19,93.34
78596,Apollo17,Basalt,Ilmenite,7.55,93.11
78597,Apollo17,Basalt,Ilmenite,319.1,99.55
78598,Apollo17,Basalt,Ilmenite,224.1,96.72
78599,Apollo17,Basalt,Ilmenite,198.6,99.56
79001,Apollo17,Core,Unsieved,743.4,78.28
79002,Apollo17,Core,Unsieved,409.4,75.19
79010,Apollo17,Soil,Unsieved,87.05,100
79035,Apollo17,Breccia,Regolith,2806,96.22
79110,Apollo17,Soil,Unsieved,66.3,96.8
79115,Apollo17,Breccia,Regolith,346.3,98.65
79120,Apollo17,Soil,Unsieved,116.4,99.66
79121,Apollo17,Soil,<1mm,214.4,99.21
79122,Apollo17,Soil,1-2mm,13.97,100
79123,Apollo17,Soil,2-4mm,13.14,100
79124,Apollo17,Soil,4-10mm,14.48,96.69
79125,Apollo17,Breccia,Regolith,1.91,89.48
79130,Apollo17,Soil,Unsieved,3.99,0
79135,Apollo17,Breccia,Regolith,2283,93.59
79150,Apollo17,Soil,Unsieved,5.63,82.24
79155,Apollo17,Basalt,Ilmenite,318.8,25.97
79170,Apollo17,Soil,Unsieved,43.42,65.41
79175,Apollo17,Breccia,ImpactMelt,677.7,97.59
79190,Apollo17,Soil,Unsieved,13.38,84.83
79195,Apollo17,Breccia,Fragmental,368.5,97.92
79210,Apollo17,Soil,Unsieved,5.55,62.34
79215,Apollo17,Crustal,Cataclasite,553.8,93.33
79220,Apollo17,Soil,Unsieved,93.49,98.61
79221,Apollo17,Soil,<1mm,152.6,76.13
79222,Apollo17,Soil,1-2mm,7.22,96.54
79223,Apollo17,Soil,2-4mm,6.24,100
79224,Apollo17,Soil,4-10mm,9.75,53.95
79225,Apollo17,Breccia,Regolith,7.42,83.11
79226,Apollo17,Breccia,Regolith,6.73,77.52
79227,Apollo17,Breccia,Regolith,5.57,100
79228,Apollo17,Breccia,Regolith,2.5,100
79240,Apollo17,Soil,Unsieved,113.3,99.29
79241,Apollo17,Soil,<1mm,174.3,93.24
79242,Apollo17,Soil,1-2mm,11.32,97.79
79243,Apollo17,Soil,2-4mm,10.46,100
79244,Apollo17,Soil,4-10mm,10.85,81.75
79245,Apollo17,Breccia,ImpactMelt,10.11,89.97
79260,Apollo17,Soil,Unsieved,118.9,99.62
79261,Apollo17,Soil,<1mm,187.8,86.38
79262,Apollo17,Soil,1-2mm,11.74,97.96
79263,Apollo17,Soil,2-4mm,11.46,100
79264,Apollo17,Soil,4-10mm,15.85,71.04
79265,Apollo17,Basalt,Ilmenite,2.6,72.38
79510,Apollo17,Soil,Unsieved,107.6,98.42
79511,Apollo17,Soil,<1mm,179.2,95.88
79512,Apollo17,Soil,1-2mm,11.32,93.36
79513,Apollo17,Soil,2-4mm,9.94,89.94
79514,Apollo17,Soil,4-10mm,12.24,97.47
79515,Apollo17,Basalt,Ilmenite,33,94.11
79516,Apollo17,Basalt,Ilmenite,23.92,94.08
79517,Apollo17,Breccia,Regolith,10.23,96.94
79518,Apollo17,Breccia,Regolith,5.2,100
79519,Apollo17,Breccia,Regolith,3.65,100
79525,Apollo17,Breccia,Regolith,3.03,92.71
79526,Apollo17,Breccia,Regolith,2.93,100
79527,Apollo17,Breccia,Regolith,2.65,100
79528,Apollo17,Breccia,Regolith,2.38,100
79529,Apollo17,Breccia,Regolith,1.84,100
79535,Apollo17,Breccia,Regolith,1.69,100
79536,Apollo17,Breccia,Regolith,1.66,100
79537,Apollo17,Breccia,Regolith,1.05,100
